Country,COW,COW#,World Bank,Year,Amnesty,State Dept.
"Germany, West",W. Germany,260,,1987,2,1
"Germany, West",W. Germany,260,,1988,2,1
"Germany, West",W. Germany,260,,1989,1,1
"Germany, West",W. Germany,260,,1990, , 
"Germany, West",W. Germany,260,,1991, , 
"Germany, West",W. Germany,260,,1992, , 
"Germany, West",W. Germany,260,,1993, , 
"Germany, West",W. Germany,260,,1994, , 
"Germany, West",W. Germany,260,,1995, , 
"Germany, West",W. Germany,260,,1996, , 
"Germany, West",W. Germany,260,,1997, , 
"Germany, West",W. Germany,260,,1998, , 
"Germany, West",W. Germany,260,,1999, , 
"Germany, West",W. Germany,260,,2000, , 
"Germany, West",W. Germany,260,,2001, , 
"Germany, West",W. Germany,260,,2002, , 
"Germany, West",W. Germany,260,,2003, , 
"Germany, West",W. Germany,260,,2004, , 
"Germany, West",W. Germany,260,,2005, , 
"Germany, West",W. Germany,260,,2006, , 
"Germany, West",W. Germany,260,,2007, , 
"Germany, East",E. Germany,265,,1976,4, 
"Germany, East",E. Germany,265,,1977,3, 
"Germany, East",E. Germany,265,,1978,3, 
"Germany, East",E. Germany,265,,1979,3,4
"Germany, East",E. Germany,265,,1980,2,3
"Germany, East",E. Germany,265,,1981,3,3
"Germany, East",E. Germany,265,,1982,3,3
"Germany, East",E. Germany,265,,1983,3,3
"Germany, East",E. Germany,265,,1984,3,3
"Germany, East",E. Germany,265,,1985,3,2
"Germany, East",E. Germany,265,,1986, ,3
"Germany, East",E. Germany,265,,1987,3,3
"Germany, East",E. Germany,265,,1988,3,2
"Germany, East",E. Germany,265,,1989,2,2
"Germany, East",E. Germany,265,,1990,1,1
"Germany, East",E. Germany,265,,1991, , 
"Germany, East",E. Germany,265,,1992, , 
"Germany, East",E. Germany,265,,1993, , 
"Germany, East",E. Germany,265,,1994, , 
"Germany, East",E. Germany,265,,1995, , 
"Germany, East",E. Germany,265,,1996, , 
"Germany, East",E. Germany,265,,1997, , 
"Germany, East",E. Germany,265,,1998, , 
"Germany, East",E. Germany,265,,1999, , 
"Germany, East",E. Germany,265,,2000, , 
"Germany, East",E. Germany,265,,2001, , 
"Germany, East",E. Germany,265,,2002, , 
"Germany, East",E. Germany,265,,2003, , 
"Germany, East",E. Germany,265,,2004, , 
"Germany, East",E. Germany,265,,2005, , 
"Germany, East",E. Germany,265,,2006, , 
"Germany, East",E. Germany,265,,2007, , 
Poland,POL,290,POL,1976,3, 
Poland,POL,290,POL,1977,3, 
Poland,POL,290,POL,1978,2, 
Poland,POL,290,POL,1979,3,2
Poland,POL,290,POL,1980,3,3
Poland,POL,290,POL,1981,3,2
Poland,POL,290,POL,1982,3,3
Poland,POL,290,POL,1983,3,3
Poland,POL,290,POL,1984,3,3
Poland,POL,290,POL,1985,3,3
Poland,POL,290,POL,1986,3,3
Poland,POL,290,POL,1987,3,3
Poland,POL,290,POL,1988,2,2
Poland,POL,290,POL,1989,2,2
Poland,POL,290,POL,1990,2,2
Poland,POL,290,POL,1991,2,2
Poland,POL,290,POL,1992,1,2
Poland,POL,290,POL,1993,1,1
Poland,POL,290,POL,1994,1,1
Poland,POL,290,POL,1995,1,1
Poland,POL,290,POL,1996, ,1
Poland,POL,290,POL,1997, ,1
Poland,POL,290,POL,1998, ,2
Poland,POL,290,POL,1999,1,2
Poland,POL,290,POL,2000,2,1
Poland,POL,290,POL,2001,2,1
Poland,POL,290,POL,2002, ,2
Poland,POL,290,POL,2003,1,1
Poland,POL,290,POL,2004,2,2
Poland,POL,290,POL,2005,1,2
Poland,POL,290,POL,2006,2,1
Poland,POL,290,POL,2007,2,2
Poland,POL,290,POL,2008,1,2
Poland,POL,290,POL,2009,1,2
Poland,POL,290,POL,2010,1,2
Poland,POL,290,POL,2011,1,2
Austria,AUS,305,AUT,1976, ,1
Austria,AUS,305,AUT,1977, ,1
Austria,AUS,305,AUT,1978, ,1
Austria,AUS,305,AUT,1979, ,1
Austria,AUS,305,AUT,1980, ,1
Austria,AUS,305,AUT,1981, ,1
Austria,AUS,305,AUT,1982, ,1
Austria,AUS,305,AUT,1983, ,1
Austria,AUS,305,AUT,1984, ,1
Austria,AUS,305,AUT,1985, ,1
Austria,AUS,305,AUT,1986,1,1
Austria,AUS,305,AUT,1987,2,1
Austria,AUS,305,AUT,1988,1,1
Austria,AUS,305,AUT,1989,1,1
Austria,AUS,305,AUT,1990,1,1
Austria,AUS,305,AUT,1991,1,1
Austria,AUS,305,AUT,1992,1,1
Austria,AUS,305,AUT,1993,1,1
Austria,AUS,305,AUT,1994,1,1
Austria,AUS,305,AUT,1995,1,1
Austria,AUS,305,AUT,1996,1,1
Austria,AUS,305,AUT,1997,1,1
Austria,AUS,305,AUT,1998, ,1
Austria,AUS,305,AUT,1999,1,1
Austria,AUS,305,AUT,2000,1,1
Austria,AUS,305,AUT,2001,1,1
Austria,AUS,305,AUT,2002,2,2
Austria,AUS,305,AUT,2003,2,2
Austria,AUS,305,AUT,2004,2,2
Austria,AUS,305,AUT,2005,2,1
Austria,AUS,305,AUT,2006,2,2
Austria,AUS,305,AUT,2007,2,2
Austria,AUS,305,AUT,2008,1,2
Austria,AUS,305,AUT,2009,2,2
Austria,AUS,305,AUT,2010,2,1
Austria,AUS,305,AUT,2011,1,1
Hungary,HUN,310,HUN,1976,3, 
Hungary,HUN,310,HUN,1977,2, 
Hungary,HUN,310,HUN,1978,2, 
Hungary,HUN,310,HUN,1979,2,2
Hungary,HUN,310,HUN,1980,2,2
Hungary,HUN,310,HUN,1981,2,2
Hungary,HUN,310,HUN,1982,2,2
Hungary,HUN,310,HUN,1983,2,2
Hungary,HUN,310,HUN,1984,2,2
Hungary,HUN,310,HUN,1985,2,2
Hungary,HUN,310,HUN,1986,2,2
Hungary,HUN,310,HUN,1987,2,2
Hungary,HUN,310,HUN,1988,2,2
Hungary,HUN,310,HUN,1989,1,1
Hungary,HUN,310,HUN,1990, ,1
Hungary,HUN,310,HUN,1991, ,1
Hungary,HUN,310,HUN,1992,2,1
Hungary,HUN,310,HUN,1993,2,1
Hungary,HUN,310,HUN,1994,1,1
Hungary,HUN,310,HUN,1995,1,2
Hungary,HUN,310,HUN,1996,1,1
Hungary,HUN,310,HUN,1997,1,1
Hungary,HUN,310,HUN,1998,2,2
Hungary,HUN,310,HUN,1999,2,2
Hungary,HUN,310,HUN,2000,2,2
Hungary,HUN,310,HUN,2001,2,2
Hungary,HUN,310,HUN,2002,2,2
Hungary,HUN,310,HUN,2003,2,2
Hungary,HUN,310,HUN,2004,2,2
Hungary,HUN,310,HUN,2005,2,2
Hungary,HUN,310,HUN,2006,2,2
Hungary,HUN,310,HUN,2007,2,2
Hungary,HUN,310,HUN,2008,1,2
Hungary,HUN,310,HUN,2009,1,2
Hungary,HUN,310,HUN,2010,1,2
Hungary,HUN,310,HUN,2011,1,2
Czechoslovakia,CZE,315,CZE,1976,3, 
Czechoslovakia,CZE,315,CZE,1977,3, 
Czechoslovakia,CZE,315,CZE,1978,3, 
Czechoslovakia,CZE,315,CZE,1979,2,3
Czechoslovakia,CZE,315,CZE,1980,3,3
Czechoslovakia,CZE,315,CZE,1981,3,3
Czechoslovakia,CZE,315,CZE,1982,3,3
Czechoslovakia,CZE,315,CZE,1983,3,2
Czechoslovakia,CZE,315,CZE,1984,2,3
Czechoslovakia,CZE,315,CZE,1985,2,3
Czechoslovakia,CZE,315,CZE,1986,3,3
Czechoslovakia,CZE,315,CZE,1987,3,3
Czechoslovakia,CZE,315,CZE,1988,2,3
Czechoslovakia,CZE,315,CZE,1989,3,3
Czechoslovakia,CZE,315,CZE,1990,1,1
Czechoslovakia,CZE,315,CZE,1991, ,1
Czech Republic,CZR,316,CZE,1992,2,1
Czech Republic,CZR,316,CZE,1993, ,1
Czech Republic,CZR,316,CZE,1994, ,1
Czech Republic,CZR,316,CZE,1995,2,1
Czech Republic,CZR,316,CZE,1996, ,1
Czech Republic,CZR,316,CZE,1997, ,1
Czech Republic,CZR,316,CZE,1998,2,1
Czech Republic,CZR,316,CZE,1999,2,1
Czech Republic,CZR,316,CZE,2000,2,1
Czech Republic,CZR,316,CZE,2001,2,2
Czech Republic,CZR,316,CZE,2002,2,1
Czech Republic,CZR,316,CZE,2003,2,1
Czech Republic,CZR,316,CZE,2004,2,2
Czech Republic,CZR,316,CZE,2005,2,2
Czech Republic,CZR,316,CZE,2006,2,1
Czech Republic,CZR,316,CZE,2007,2,1
Czech Republic,CZR,316,CZE,2008,1,1
Czech Republic,CZR,316,CZE,2009,1,1
Czech Republic,CZR,316,CZE,2010,1,1
Czech Republic,CZR,316,CZE,2011,1,1
Slovakia,SLO,317,SVK,1992, ,1
Slovakia,SLO,317,SVK,1993, ,1
Slovakia,SLO,317,SVK,1994, ,1
Slovakia,SLO,317,SVK,1995, ,1
Slovakia,SLO,317,SVK,1996, ,1
Slovakia,SLO,317,SVK,1997, ,1
Slovakia,SLO,317,SVK,1998,1,1
Slovakia,SLO,317,SVK,1999,2,2
Slovakia,SLO,317,SVK,2000,2,1
Slovakia,SLO,317,SVK,2001,2,1
Slovakia,SLO,317,SVK,2002,2,2
Slovakia,SLO,317,SVK,2003,1,1
Slovakia,SLO,317,SVK,2004,2,2
Slovakia,SLO,317,SVK,2005,1,1
Slovakia,SLO,317,SVK,2006,2,2
Slovakia,SLO,317,SVK,2007,2,2
Slovakia,SLO,317,SVK,2008,1,2
Slovakia,SLO,317,SVK,2009,1,2
Slovakia,SLO,317,SVK,2010,1,2
Slovakia,SLO,317,SVK,2011,1,2
Italy,ITA,325,ITA,1976,1,1
Italy,ITA,325,ITA,1977,2,1
Italy,ITA,325,ITA,1978,1,1
Italy,ITA,325,ITA,1979,2,1
Italy,ITA,325,ITA,1980,2,1
Italy,ITA,325,ITA,1981,2,1
Italy,ITA,325,ITA,1982,2,1
Italy,ITA,325,ITA,1983,2,3
Italy,ITA,325,ITA,1984,2,1
Italy,ITA,325,ITA,1985,2,1
Italy,ITA,325,ITA,1986,2,1
Italy,ITA,325,ITA,1987,2,2
Italy,ITA,325,ITA,1988,3,1
Italy,ITA,325,ITA,1989,2,1
Italy,ITA,325,ITA,1990,2,1
Italy,ITA,325,ITA,1991,2,1
Italy,ITA,325,ITA,1992,2,1
Italy,ITA,325,ITA,1993, ,2
Italy,ITA,325,ITA,1994,2,2
Italy,ITA,325,ITA,1995,2,2
Italy,ITA,325,ITA,1996,1,2
Italy,ITA,325,ITA,1997, ,1
Italy,ITA,325,ITA,1998,2,1
Italy,ITA,325,ITA,1999,2,1
Italy,ITA,325,ITA,2000,2,1
Italy,ITA,325,ITA,2001,2,2
Italy,ITA,325,ITA,2002,2,2
Italy,ITA,325,ITA,2003,2,1
Italy,ITA,325,ITA,2004,2,1
Italy,ITA,325,ITA,2005,2,2
Italy,ITA,325,ITA,2006,1,1
Italy,ITA,325,ITA,2007,2,2
Italy,ITA,325,ITA,2008,2,2
Italy,ITA,325,ITA,2009,3,2
Italy,ITA,325,ITA,2010,2,2
Italy,ITA,325,ITA,2011,2,2
Malta,MLT,338,MLT,1976, ,1
Malta,MLT,338,MLT,1977, , 
Malta,MLT,338,MLT,1978, ,1
Malta,MLT,338,MLT,1979, ,1
Malta,MLT,338,MLT,1980, ,1
Malta,MLT,338,MLT,1981, ,1
Malta,MLT,338,MLT,1982, ,1
Malta,MLT,338,MLT,1983, ,1
Malta,MLT,338,MLT,1984, ,1
Malta,MLT,338,MLT,1985,1,2
Malta,MLT,338,MLT,1986,1,1
Malta,MLT,338,MLT,1987,1,1
Malta,MLT,338,MLT,1988, ,1
Malta,MLT,338,MLT,1989, ,1
Malta,MLT,338,MLT,1990, ,1
Malta,MLT,338,MLT,1991, ,1
Malta,MLT,338,MLT,1992, ,1
Malta,MLT,338,MLT,1993, ,1
Malta,MLT,338,MLT,1994, ,1
Malta,MLT,338,MLT,1995, ,1
Malta,MLT,338,MLT,1996, ,1
Malta,MLT,338,MLT,1997, ,1
Malta,MLT,338,MLT,1998, ,1
Malta,MLT,338,MLT,1999, ,1
Malta,MLT,338,MLT,2000, ,1
Malta,MLT,338,MLT,2001, ,1
Malta,MLT,338,MLT,2002, ,1
Malta,MLT,338,MLT,2003,1,1
Malta,MLT,338,MLT,2004,2,1
Malta,MLT,338,MLT,2005,2,1
Malta,MLT,338,MLT,2006,2,1
Malta,MLT,338,MLT,2007,2,1
Malta,MLT,338,MLT,2008,2,1
Malta,MLT,338,MLT,2009,1,1
Malta,MLT,338,MLT,2010,1,1
Malta,MLT,338,MLT,2011,1,1
Albania,ALB,339,ALB,1976,1, 
Albania,ALB,339,ALB,1977,3, 
Albania,ALB,339,ALB,1978,3, 
Albania,ALB,339,ALB,1979,3, 
Albania,ALB,339,ALB,1980,3,3
Albania,ALB,339,ALB,1981,3,3
Albania,ALB,339,ALB,1982,3,3
Albania,ALB,339,ALB,1983,3,3
Albania,ALB,339,ALB,1984,3,3
Albania,ALB,339,ALB,1985,3,3
Albania,ALB,339,ALB,1986,3,3
Albania,ALB,339,ALB,1987,3,3
Albania,ALB,339,ALB,1988,3,3
Albania,ALB,339,ALB,1989,3,3
Albania,ALB,339,ALB,1990,3,3
Albania,ALB,339,ALB,1991,3,2
Albania,ALB,339,ALB,1992,2,2
Albania,ALB,339,ALB,1993,2,2
Albania,ALB,339,ALB,1994,3,2
Albania,ALB,339,ALB,1995,3,2
Albania,ALB,339,ALB,1996,3,2
Albania,ALB,339,ALB,1997,4,4
Albania,ALB,339,ALB,1998,3,2
Albania,ALB,339,ALB,1999,3,3
Albania,ALB,339,ALB,2000,3,2
Albania,ALB,339,ALB,2001,3,2
Albania,ALB,339,ALB,2002,3,3
Albania,ALB,339,ALB,2003,2,2
Albania,ALB,339,ALB,2004,3,2
Albania,ALB,339,ALB,2005,2,3
Albania,ALB,339,ALB,2006,3,2
Albania,ALB,339,ALB,2007,2,3
Albania,ALB,339,ALB,2008,2,2
Albania,ALB,339,ALB,2009,2,2
Albania,ALB,339,ALB,2010,2,2
Albania,ALB,339,ALB,2011,2,2
Montenegro,MNG,341,MNE,2007,2,2
Montenegro,MNG,341,MNE,2008,2,2
Montenegro,MNG,341,MNE,2009,2,2
Montenegro,MNG,341,MNE,2010,1,2
Montenegro,MNG,341,MNE,2011,1,2
Macedonia,MAC,343,MKD,1992, ,2
Macedonia,MAC,343,MKD,1993,2,1
Macedonia,MAC,343,MKD,1994,1,2
Macedonia,MAC,343,MKD,1995, ,1
Macedonia,MAC,343,MKD,1996, ,1
Macedonia,MAC,343,MKD,1997,3,2
Macedonia,MAC,343,MKD,1998,3,2
Macedonia,MAC,343,MKD,1999,2,2
Macedonia,MAC,343,MKD,2000,2,2
Macedonia,MAC,343,MKD,2001,4,4
Macedonia,MAC,343,MKD,2002,3,3
Macedonia,MAC,343,MKD,2003,2,3
Macedonia,MAC,343,MKD,2004,2,2
Macedonia,MAC,343,MKD,2005,2,2
Macedonia,MAC,343,MKD,2006,2,2
Macedonia,MAC,343,MKD,2007,3,2
Macedonia,MAC,343,MKD,2008,2,2
Macedonia,MAC,343,MKD,2009,2,2
Macedonia,MAC,343,MKD,2010,2,2
Macedonia,MAC,343,MKD,2011,2,2
Croatia,CRO,344,HRV,1992,4,5
Croatia,CRO,344,HRV,1993,3,5
Croatia,CRO,344,HRV,1994,3,4
Croatia,CRO,344,HRV,1995,5,5
Croatia,CRO,344,HRV,1996,3,3
Croatia,CRO,344,HRV,1997,3,3
Croatia,CRO,344,HRV,1998,3,3
Croatia,CRO,344,HRV,1999,3,3
Croatia,CRO,344,HRV,2000,1,1
Croatia,CRO,344,HRV,2001,2,2
Croatia,CRO,344,HRV,2002,2,2
Croatia,CRO,344,HRV,2003,2,2
Croatia,CRO,344,HRV,2004,2,2
Croatia,CRO,344,HRV,2005,2,2
Croatia,CRO,344,HRV,2006,2,2
Croatia,CRO,344,HRV,2007,1,1
Croatia,CRO,344,HRV,2008,1,1
Croatia,CRO,344,HRV,2009,1,1
Croatia,CRO,344,HRV,2010,1,1
Croatia,CRO,344,HRV,2011,1,1
Yugoslavia,YUG,345,YUG,1976,3,3
Yugoslavia,YUG,345,YUG,1977,3,3
Yugoslavia,YUG,345,YUG,1978,3,3
Yugoslavia,YUG,345,YUG,1979,3,3
Yugoslavia,YUG,345,YUG,1980,3,2
Yugoslavia,YUG,345,YUG,1981,3,3
Yugoslavia,YUG,345,YUG,1982,3,3
Yugoslavia,YUG,345,YUG,1983,3,2
Yugoslavia,YUG,345,YUG,1984,3,3
Yugoslavia,YUG,345,YUG,1985,3,3
Yugoslavia,YUG,345,YUG,1986,3,2
Yugoslavia,YUG,345,YUG,1987,3,3
Yugoslavia,YUG,345,YUG,1988,3,3
Yugoslavia,YUG,345,YUG,1989,3,3
Yugoslavia,YUG,345,YUG,1990,3,3
Yugoslavia,YUG,345,YUG,1991,4,5
Yugoslavia,YUG,345,YUG,1992,3,5
Yugoslavia,YUG,345,YUG,1993,3,5
Yugoslavia,YUG,345,YUG,1994,5,5
Yugoslavia,YUG,345,YUG,1995,4,5
Yugoslavia,YUG,345,YUG,1996,2,4
Yugoslavia,YUG,345,YUG,1997,4,4
Yugoslavia,YUG,345,YUG,1998,5,4
Yugoslavia,YUG,345,YUG,1999,5,5
Yugoslavia,YUG,345,YUG,2000,4,4
Yugoslavia,YUG,345,YUG,2001,4,4
Yugoslavia,YUG,345,YUG,2002,3,2
Yugoslavia,YUG,345,YUG,2003,3,3
Yugoslavia,YUG,345,YUG,2004,3,2
Yugoslavia,YUG,345,YUG,2005,3,2
Yugoslavia,YUG,345,YUG,2006,3,2
Serbia,,345,SER,2007,2,2
Serbia,,345,SER,2008,2,2
Serbia,,345,SER,2009,2,2
Serbia,,345,SER,2010,2,2
Serbia,,345,SER,2011,2,2
Bosnia and Herzegovina,BOS,346,BIH,1992,5,5
Bosnia and Herzegovina,BOS,346,BIH,1993,5,5
Bosnia and Herzegovina,BOS,346,BIH,1994,5,5
Bosnia and Herzegovina,BOS,346,BIH,1995,5,5
Bosnia and Herzegovina,BOS,346,BIH,1996,3,3
Bosnia and Herzegovina,BOS,346,BIH,1997,4,3
Bosnia and Herzegovina,BOS,346,BIH,1998,3,3
Bosnia and Herzegovina,BOS,346,BIH,1999,3,3
Bosnia and Herzegovina,BOS,346,BIH,2000,3,3
Bosnia and Herzegovina,BOS,346,BIH,2001,3,2
Bosnia and Herzegovina,BOS,346,BIH,2002,2,2
Bosnia and Herzegovina,BOS,346,BIH,2003,2,2
Bosnia and Herzegovina,BOS,346,BIH,2004,2,2
Bosnia and Herzegovina,BOS,346,BIH,2005,2,2
Bosnia and Herzegovina,BOS,346,BIH,2006,2,2
Bosnia and Herzegovina,BOS,346,BIH,2007,2,2
Bosnia and Herzegovina,BOS,346,BIH,2008,2,2
Bosnia and Herzegovina,BOS,346,BIH,2009,2,2
Bosnia and Herzegovina,BOS,346,BIH,2010,2,2
Bosnia and Herzegovina,BOS,346,BIH,2011,1,2
Kosovo,KOS,347,KSV,2008,,1
Kosovo,KOS,347,KSV,2009,,2
Kosovo,KOS,347,KSV,2010,,1
Kosovo,KOS,347,KSV,2011,,2
Slovenia,SLV,349,SVN,1992, , 
Slovenia,SLV,349,SVN,1993, , 
Slovenia,SLV,349,SVN,1994, , 
Slovenia,SLV,349,SVN,1995, , 
Slovenia,SLV,349,SVN,1996, , 
Slovenia,SLV,349,SVN,1997, ,1
Slovenia,SLV,349,SVN,1998, ,1
Slovenia,SLV,349,SVN,1999, ,1
Slovenia,SLV,349,SVN,2000,2,1
Slovenia,SLV,349,SVN,2001, ,1
Slovenia,SLV,349,SVN,2002, ,1
Slovenia,SLV,349,SVN,2003,2,1
Slovenia,SLV,349,SVN,2004,1,1
Slovenia,SLV,349,SVN,2005,1,1
Slovenia,SLV,349,SVN,2006,1,1
Slovenia,SLV,349,SVN,2007,1,1
Slovenia,SLV,349,SVN,2008,1,1
Slovenia,SLV,349,SVN,2009,1,1
Slovenia,SLV,349,SVN,2010,1,1
Slovenia,SLV,349,SVN,2011,1,1
Greece,GRC,350,GRC,1976,1,2
Greece,GRC,350,GRC,1977,2,1
Greece,GRC,350,GRC,1978,2,1
Greece,GRC,350,GRC,1979,2,1
Greece,GRC,350,GRC,1980,2,1
Greece,GRC,350,GRC,1981,2,1
Greece,GRC,350,GRC,1982,2,1
Greece,GRC,350,GRC,1983,2,1
Greece,GRC,350,GRC,1984,2,1
Greece,GRC,350,GRC,1985,2,1
Greece,GRC,350,GRC,1986,3,1
Greece,GRC,350,GRC,1987,2,2
Greece,GRC,350,GRC,1988,2,2
Greece,GRC,350,GRC,1989,2,2
Greece,GRC,350,GRC,1990,2,1
Greece,GRC,350,GRC,1991,2,1
Greece,GRC,350,GRC,1992,2,2
Greece,GRC,350,GRC,1993,2,2
Greece,GRC,350,GRC,1994,3,2
Greece,GRC,350,GRC,1995, ,2
Greece,GRC,350,GRC,1996,3,1
Greece,GRC,350,GRC,1997,2,2
Greece,GRC,350,GRC,1998,2,2
Greece,GRC,350,GRC,1999,2,2
Greece,GRC,350,GRC,2000,2,1
Greece,GRC,350,GRC,2001,2,2
Greece,GRC,350,GRC,2002,2,2
Greece,GRC,350,GRC,2003,2,2
Greece,GRC,350,GRC,2004,2,2
Greece,GRC,350,GRC,2005,2,2
Greece,GRC,350,GRC,2006,2,3
Greece,GRC,350,GRC,2007,3,2
Greece,GRC,350,GRC,2008,3,2
Greece,GRC,350,GRC,2009,3,2
Greece,GRC,350,GRC,2010,2,2
Greece,GRC,350,GRC,2011,2,3
Cyprus,CYP,352,CYP,1976,1,2
Cyprus,CYP,352,CYP,1977,2,1
Cyprus,CYP,352,CYP,1978, , 
Cyprus,CYP,352,CYP,1979, ,1
Cyprus,CYP,352,CYP,1980, ,1
Cyprus,CYP,352,CYP,1981, ,1
Cyprus,CYP,352,CYP,1982, ,1
Cyprus,CYP,352,CYP,1983, ,1
Cyprus,CYP,352,CYP,1984, ,1
Cyprus,CYP,352,CYP,1985, ,1
Cyprus,CYP,352,CYP,1986, ,1
Cyprus,CYP,352,CYP,1987, ,1
Cyprus,CYP,352,CYP,1988, ,1
Cyprus,CYP,352,CYP,1989, ,1
Cyprus,CYP,352,CYP,1990, ,1
Cyprus,CYP,352,CYP,1991,1,1
Cyprus,CYP,352,CYP,1992,2, 
Cyprus,CYP,352,CYP,1993,2, 
Cyprus,CYP,352,CYP,1994,1,1
Cyprus,CYP,352,CYP,1995,2,2
Cyprus,CYP,352,CYP,1996,2,1
Cyprus,CYP,352,CYP,1997, ,2
Cyprus,CYP,352,CYP,1998,2,1
Cyprus,CYP,352,CYP,1999,2,1
Cyprus,CYP,352,CYP,2000, ,1
Cyprus,CYP,352,CYP,2001, ,2
Cyprus,CYP,352,CYP,2002, ,2
Cyprus,CYP,352,CYP,2003, ,2
Cyprus,CYP,352,CYP,2004,2,2
Cyprus,CYP,352,CYP,2005,3,2
Cyprus,CYP,352,CYP,2006,2,2
Cyprus,CYP,352,CYP,2007,2,2
Cyprus,CYP,352,CYP,2008,1,2
Cyprus,CYP,352,CYP,2009,1,2
Cyprus,CYP,352,CYP,2010,1,2
Cyprus,CYP,352,CYP,2011,1,2
Bulgaria,BUL,355,BGR,1976,4, 
Bulgaria,BUL,355,BGR,1977,3, 
Bulgaria,BUL,355,BGR,1978,3, 
Bulgaria,BUL,355,BGR,1979,3,2
Bulgaria,BUL,355,BGR,1980,3,2
Bulgaria,BUL,355,BGR,1981,3,3
Bulgaria,BUL,355,BGR,1982,3,3
Bulgaria,BUL,355,BGR,1983,2,3
Bulgaria,BUL,355,BGR,1984,2,3
Bulgaria,BUL,355,BGR,1985,3,3
Bulgaria,BUL,355,BGR,1986,3,3
Bulgaria,BUL,355,BGR,1987,3,3
Bulgaria,BUL,355,BGR,1988,3,3
Bulgaria,BUL,355,BGR,1989,3,3
Bulgaria,BUL,355,BGR,1990,2,2
Bulgaria,BUL,355,BGR,1991,2,1
Bulgaria,BUL,355,BGR,1992,2,2
Bulgaria,BUL,355,BGR,1993,2,2
Bulgaria,BUL,355,BGR,1994,3,2
Bulgaria,BUL,355,BGR,1995,2,3
Bulgaria,BUL,355,BGR,1996,3,2
Bulgaria,BUL,355,BGR,1997,3,2
Bulgaria,BUL,355,BGR,1998,2,2
Bulgaria,BUL,355,BGR,1999,3,3
Bulgaria,BUL,355,BGR,2000,3,2
Bulgaria,BUL,355,BGR,2001,3,2
Bulgaria,BUL,355,BGR,2002,2,2
Bulgaria,BUL,355,BGR,2003,2,2
Bulgaria,BUL,355,BGR,2004,2,2
Bulgaria,BUL,355,BGR,2005,2,3
Bulgaria,BUL,355,BGR,2006,2,3
Bulgaria,BUL,355,BGR,2007,2,3
Bulgaria,BUL,355,BGR,2008,2,2
Bulgaria,BUL,355,BGR,2009,2,2
Bulgaria,BUL,355,BGR,2010,2,2
Bulgaria,BUL,355,BGR,2011,2,2
Moldova,MLD,359,MDA,1991, , 
Moldova,MLD,359,MDA,1992,4,3
Moldova,MLD,359,MDA,1993, ,3
Moldova,MLD,359,MDA,1994,2,2
Moldova,MLD,359,MDA,1995,2,1
Moldova,MLD,359,MDA,1996,2,2
Moldova,MLD,359,MDA,1997,2,2
Moldova,MLD,359,MDA,1998,2,1
Moldova,MLD,359,MDA,1999,3,2
Moldova,MLD,359,MDA,2000,2,2
Moldova,MLD,359,MDA,2001,2,2
Moldova,MLD,359,MDA,2002,2,2
Moldova,MLD,359,MDA,2003,3,2
Moldova,MLD,359,MDA,2004,3,3
Moldova,MLD,359,MDA,2005,3,2
Moldova,MLD,359,MDA,2006,3,2
Moldova,MLD,359,MDA,2007,3,2
Moldova,MLD,359,MDA,2008,3,2
Moldova,MLD,359,MDA,2009,3,3
Moldova,MLD,359,MDA,2010,3,3
Moldova,MLD,359,MDA,2011,3,2
Romania,ROM,360,ROM,1976,4, 
Romania,ROM,360,ROM,1977,3, 
Romania,ROM,360,ROM,1978,3, 
Romania,ROM,360,ROM,1979,3,2
Romania,ROM,360,ROM,1980,3,3
Romania,ROM,360,ROM,1981,3,2
Romania,ROM,360,ROM,1982,3,2
Romania,ROM,360,ROM,1983,3,3
Romania,ROM,360,ROM,1984,3,3
Romania,ROM,360,ROM,1985,3,3
Romania,ROM,360,ROM,1986,3,3
Romania,ROM,360,ROM,1987,3,3
Romania,ROM,360,ROM,1988,2,3
Romania,ROM,360,ROM,1989,4,4
Romania,ROM,360,ROM,1990,3,2
Romania,ROM,360,ROM,1991,2,2
Romania,ROM,360,ROM,1992,3,1
Romania,ROM,360,ROM,1993,2,2
Romania,ROM,360,ROM,1994,3,2
Romania,ROM,360,ROM,1995,2,2
Romania,ROM,360,ROM,1996,2,2
Romania,ROM,360,ROM,1997,3,2
Romania,ROM,360,ROM,1998,3,2
Romania,ROM,360,ROM,1999,3,3
Romania,ROM,360,ROM,2000,3,2
Romania,ROM,360,ROM,2001,3,2
Romania,ROM,360,ROM,2002,2,3
Romania,ROM,360,ROM,2003,2,2
Romania,ROM,360,ROM,2004,3,2
Romania,ROM,360,ROM,2005,2,3
Romania,ROM,360,ROM,2006,2,3
Romania,ROM,360,ROM,2007,2,3
Romania,ROM,360,ROM,2008,3,3
Romania,ROM,360,ROM,2009,2,3
Romania,ROM,360,ROM,2010,2,2
Romania,ROM,360,ROM,2011,2,2
USSR,USSR,365,USSR,1976,3,
USSR,USSR,365,USSR,1977,3,
USSR,USSR,365,USSR,1978,3,
USSR,USSR,365,USSR,1979,4,3
USSR,USSR,365,USSR,1980,3,3
USSR,USSR,365,USSR,1981,3,3
USSR,USSR,365,USSR,1982,3,3
USSR,USSR,365,USSR,1983,3,3
USSR,USSR,365,USSR,1984,2,2
USSR,USSR,365,USSR,1985,2,2
USSR,USSR,365,USSR,1986,3,3
